#SEED: 0.5637129975948483
SAT0,3.583487894573935,143.57563852102976,671.1680812981763
SAT1,-61.66074907268187,31.84001970677801,646.1199275863727
SAT2,-64.38333347610028,120.85681975418561,591.4408063547706
SAT3,7.767059069522276,93.12272098085526,353.31090385103874
SAT4,-66.96064660056031,64.59912056422615,584.5345710839143
SAT5,66.38396718575157,-115.04274550108292,308.48277394283184
SAT6,48.97975893815584,47.02898060827448,560.0832826911754
SAT7,48.65879314684358,-1.7008325688810544,574.2409628141722
SAT8,1.0544832325129505,130.62631448905694,370.256235376856
SAT9,-1.0085180924773454,41.98639202383748,366.78552455689436
SAT10,53.98463104540937,141.27646748273088,356.714582914819
SAT11,42.312004373381,34.234490383497814,511.37428708678965
SAT12,52.363913404918804,157.76596242469122,665.5298126453325
SAT13,-67.06451113223346,-62.25160779228504,520.3416648895179
SAT14,6.163271505463584,18.308949842552693,605.6088642725786
SAT15,75.06570606459081,-75.1617283689794,358.84449675860276
SAT16,87.81536666736889,62.28925981811341,403.54937494376736
SAT17,-39.399103492342746,29.21945214315312,429.31595853333124
SAT18,-16.469148001984934,128.21351307695448,668.7686529598204
SAT19,-28.15545143901908,149.9206851877039,451.5904599950377
ROUTE,-70.37395116373487,-4.754526964805365,43.25662103165325,15.1639514795678
